,location,carpet_area,status,transaction,urnishing,society,bathroom,amount
445,"2 BHK Apartment for Sale in Kunjban, Tukaram Nagar Kharadi Pune",690 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyKunjban,Bathroom3,₹50 Lac 
446,"2 BHK Apartment for Sale in VTP Township Codename Pegasus, Kharadi Pune",802 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyVTP Township Codename Pegasus,Bathroom2,₹63.9 Lac 
447,"2 BHK Apartment for Sale in Gulmohar Helios, Kharadi Pune",800 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyGulmohar Helios,Bathroom2,₹58 Lac 
448,"2 BHK Apartment for Sale in Riverdale Grove, Kharadi Pune",953 sqft,,TransactionResale,FurnishingUnfurnished,SocietyRiverdale Grove,Bathroom3,₹75 Lac 
449,"2 BHK Apartment for Sale in Gera World of Joy, Kharadi Pune",730 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyGera World of Joy,Bathroom2,₹1 Cr 
450,"3 BHK Apartment for Sale in Riverdale Residences, Kharadi Pune",1065 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyRiverdale Residences,Bathroom3,₹1.60 Cr 
451,"2 BHK Apartment for Sale in Gulmohar Orchids, EON Free Zone, Kharadi Pune",925 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,SocietyGulmohar Orchids,Bathroom2,₹93 Lac 
452,"2 BHK Apartment for Sale in Atharva Garden, Kharadi Pune",850 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,SocietyAtharva Garden,Bathroom2,₹80 Lac 
453,"3 BHK Apartment for Sale in VTP Altair, Kharadi Pune",1452 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyVTP Altair,Bathroom3,₹1.40 Cr 
454,"2 BHK Apartment for Sale in Parmar Square, Kharadi Pune",720 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,SocietyParmar Square,Bathroom2,₹73.8 Lac 
455,"2 BHK Apartment for Sale in M Square Dreamland, Thite Nagar, Kharadi Pune",650 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyM Square Dreamland,Bathroom2,₹70 Lac 
456,"2 BHK Apartment for Sale in Blue Berry, Kharadi Pune",980 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyBlue Berry,Bathroom2,₹1.05 Cr 
457,"2 BHK Apartment for Sale in Kolte-Patil Kolte Aleria, Kharadi Pune",1275 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyKolte-Patil Kolte Aleria,Bathroom2,₹1 Cr 
458,1 BHK Apartment for Sale in Kharadi Pune,450 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,,Bathroom1,₹21.8 Lac 
459,"2 BHK Apartment for Sale in Zen Elite, Kharadi Pune",838 sqft,Under ConstructionPoss. by Dec '25,TransactionNew Property,FurnishingUnfurnished,SocietyZen Elite,Bathroom2,₹94 Lac 
460,"1 BHK Apartment for Sale in Chandan Nagar, Malwadi Pune",450 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,,Bathroom1,₹30.1 Lac 
461,"1 BHK Apartment for Sale in Omkar Heights, Thite Nagar, Kharadi Pune",570 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyOmkar Heights,Bathroom2,₹58 Lac 
462,"1 BHK Builder Floor for Sale in Chandan Nagar, Malwadi Pune",550 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,,Bathroom1,₹20.7 Lac 
463,"3 BHK Apartment for Sale in Gera World of Joy, Kharadi Pune",1200 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyGera World of Joy,Bathroom3,₹1.60 Cr 
464,"2 BHK Apartment for Sale in Urban Nirvana, Kharadi Pune",870 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyUrban Nirvana,Bathroom2,₹1 Cr 
465,"2 BHK Apartment for Sale in Colonnade, Kharadi Pune",1419 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyColonnade,Bathroom2,₹1.09 Cr 
466,"1 BHK Apartment for Sale in Gera World of Joy, Kharadi Pune",268 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyGera World of Joy,Bathroom1,₹42 Lac 
467,"1 BHK Apartment for Sale in Kolte Patil Downtown Xenia, EON Free Zone, Kharadi Pune",430 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyKolte Patil Downtown Xenia,Bathroom1,₹63 Lac 
468,"2 BHK Apartment for Sale in Vishwajeet Residency, Tulaja Bhawani Nagar, Kharadi Pune",928 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,SocietyVishwajeet Residency,Bathroom2,₹92.1 Lac 
469,"2 BHK Apartment for Sale in Riverdale Heights, Kharadi Pune",732 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyRiverdale Heights,Bathroom2,₹97 Lac 
470,"2 BHK Apartment for Sale in Gagan Avencia, Kharadi Pune",828 sqft,StatusReady to Move,TransactionResale,,SocietyGagan Avencia,Bathroom2,₹1.05 Cr 
471,"4 BHK Apartment for Sale in Marvel Zephyr, Kharadi Pune",3859 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyMarvel Zephyr,Bathroom6,₹4.25 Cr 
472,3 BHK Builder Floor for Sale in Kharadi Pune,1287 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,,Bathroom3,₹71.4 Lac 
473,"3 BHK Apartment for Sale in Nyati Empire, Kharadi Pune",1774 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyNyati Empire,Bathroom3,₹1.25 Cr 
474,"3 BHK Apartment for Sale in Nyati Elysia, Kharadi Pune",1550 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyNyati Elysia,Bathroom3,₹1.53 Cr 
475,"2 BHK Apartment for Sale in Yashwin Orizzonte, Kharadi Pune",725 sqft,Under ConstructionPoss. by Dec '24,TransactionResale,FurnishingSemi-Furnished,SocietyYashwin Orizzonte,Bathroom2,₹87.8 Lac 
476,"2 BHK Apartment for Sale in VTP Dolce Vita, Kharadi Pune",800 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyVTP Dolce Vita,Bathroom2,₹68.3 Lac 
477,"5 BHK Apartment for Sale in Eon Waterfront, Kharadi Pune",4250 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyEon Waterfront,Bathroom5,₹4.19 Cr 
478,"2 BHK Apartment for Sale in Zen Estate, Kharadi Pune",800 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyZen Estate,Bathroom2,₹85 Lac 
479,"2 BHK Apartment for Sale in Palm World One, Kharadi Pune",845 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyPalm World One,Bathroom2,₹80 Lac 
480,"2 BHK Apartment for Sale in Gulmohar Helios, Kharadi Pune",800 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,SocietyGulmohar Helios,Bathroom2,₹74 Lac 
481,"3 BHK Apartment for Sale in Ratan Prestige, Kharadi Pune",939 sqft,StatusReady to Move,TransactionNew Property,FurnishingUnfurnished,SocietyRatan Prestige,Bathroom2,₹1.10 Cr 
482,2 BHK Builder Floor for Sale in Kharadi Pune,705 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,,Bathroom1,₹40 Lac 
483,"1 BHK Apartment for Sale in Geeta Gracia, Kharadi Pune",629 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyGeeta Gracia,Bathroom1,₹41 Lac 
484,"3 BHK Apartment for Sale in Ashoka Nagar, Kharadi Pune",1043 sqft,Under ConstructionPoss. by Dec '24,TransactionResale,FurnishingUnfurnished,,Bathroom2,₹1.06 Cr 
485,"2 BHK Apartment for Sale in Gulmohar Goldcoast, Kharadi Pune",1127 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyGulmohar Goldcoast,Bathroom2,₹85 Lac 
486,"2 BHK Apartment for Sale in Gera World of Joy, Kharadi Pune",850 sqft,StatusReady to Move,TransactionNew Property,FurnishingSemi-Furnished,SocietyGera World of Joy,Bathroom2,₹77.4 Lac 
487,"4 BHK Apartment for Sale in Gera Planet Of Joy, Kharadi Pune",2000 sqft,Under ConstructionPoss. by Jun '25,TransactionResale,FurnishingUnfurnished,SocietyGera Planet Of Joy,Bathroom4,₹2.07 Cr 
488,"1 BHK Apartment for Sale in Aarav Ambience, Kharadi Pune",520 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyAarav Ambience,Bathroom1,₹42 Lac 
489,"2 BHK Apartment for Sale in Gera Park View, EON Free Zone, Kharadi Pune",1050 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyGera Park View,Bathroom2,₹80 Lac 
490,"4 BHK Apartment for Sale in Gera GreensVille SkyVillas, Kharadi Pune",3000 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,SocietyGera GreensVille SkyVillas,Bathroom4,₹3.60 Cr 
491,"3 BHK Apartment for Sale in Gera World of Joy, EON Free Zone, Kharadi Pune",1100 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyGera World of Joy,Bathroom3,₹1.70 Cr 
492,"1 BHK Apartment for Sale in Riverdale Heights, Kharadi Pune",631 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyRiverdale Heights,Bathroom1,₹62 Lac 
493,"3 BHK Apartment for Sale in Nyati Elysia, Thite Nagar, Kharadi Pune",1150 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyNyati Elysia,Bathroom3,₹1.70 Cr 
494,"2 BHK Apartment for Sale in Ganga Arcadia, Thite Nagar, Kharadi Pune",805 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyGanga Arcadia,Bathroom2,₹85 Lac 
495,"1 BHK Apartment for Sale in Kolte Patil Downtown Xenia, Kharadi Pune",450 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyKolte Patil Downtown Xenia,Bathroom2,₹65 Lac 
496,"1 BHK Apartment for Sale in Kolte Patil Downtown Xenia, Kharadi Pune",465 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,SocietyKolte Patil Downtown Xenia,Bathroom1,₹65 Lac 
497,"2 BHK Apartment for Sale in BODH ASHA APARTMENT, Kharadi Pune",650 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,SocietyBODH ASHA APARTMENT,Bathroom2,₹60.5 Lac 
498,"1 BHK Apartment for Sale in Sree Maangal Pearl, Thite Nagar, Kharadi Pune",484 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietySree Maangal Pearl,Bathroom1,₹40 Lac 
499," Studio Apartment for Sale in Gera World of Joy, Kharadi Pune",268 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyGera World of Joy,Bathroom1,₹41 Lac 
500,1 BHK Builder Floor for Sale in Kharadi Pune,600 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,,Bathroom1,₹30.7 Lac 
501,"2 BHK Apartment for Sale in Ganga Serio, Kharadi Pune",817 sqft,Under ConstructionPoss. by Mar '24,TransactionResale,FurnishingUnfurnished,SocietyGanga Serio,Bathroom2,₹1.39 Cr 
502,"2 BHK Apartment for Sale in Zen Estate, Kharadi Pune",785 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,SocietyZen Estate,Bathroom2,₹88.4 Lac 
503,"1 BHK Apartment for Sale in Venus Garden, Thite Nagar, Kharadi Pune",492 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,SocietyVenus Garden,Bathroom1,₹45 Lac 
504,"1 BHK Apartment for Sale in Gera World of Joy, Kharadi Pune",268 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,SocietyGera World of Joy,Bathroom1,₹39.1 Lac 
505,"3 BHK Apartment for Sale in Yashwin Orizzonte, Kharadi Pune",1283 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyYashwin Orizzonte,Bathroom2,₹1.35 Cr 
506,"3 BHK Apartment for Sale in Riverdale Grand, Kharadi Pune",1065 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyRiverdale Grand,Bathroom3,₹1.43 Cr 
507,"2 BHK Apartment for Sale in Gagan Avencia, Kharadi Pune",828 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyGagan Avencia,Bathroom2,₹1.02 Cr 
508," Apartment for Sale in Yashwin Orizzonte, Kharadi Pune",1150 sqft,StatusReady to Move,TransactionResale,,SocietyYashwin Orizzonte,,₹1.09 Cr 
509,"2 BHK Apartment for Sale in Ratan Prestige, Kharadi Pune",850 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyRatan Prestige,Bathroom2,₹75 Lac 
510,"2 BHK Apartment for Sale in EON Free Zone, Kharadi Pune",755 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,,Bathroom2,₹69.8 Lac 
511,"1 BHK Apartment for Sale in Pristine Neo City, Ubale Nagar Pune",490 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyPristine Neo City,Bathroom1,₹30 Lac 
512,"2 BHK Apartment for Sale in Riverdale Heights, Kharadi Pune",760 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,SocietyRiverdale Heights,Bathroom2,₹1 Cr 
513,2 BHK Builder Floor for Sale in Kharadi Pune,800 sqft,StatusReady to Move,TransactionNew Property,FurnishingSemi-Furnished,,Bathroom2,₹55.8 Lac 
514,"2 BHK Apartment for Sale in Raviraj Ariiana, Kharadi Pune",740 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyRaviraj Ariiana,Bathroom2,₹77.4 Lac 
515,"3 BHK Apartment for Sale in Guardian Eastern Meadows, Kharadi Pune",1327 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyGuardian Eastern Meadows,Bathroom3,₹1.10 Cr 
516,2 BHK Apartment for Sale in Kharadi Pune,1100 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,,Bathroom2,₹90 Lac 
517,"2 BHK Apartment for Sale in Ganga Altus, Kharadi Pune",692 sqft,Under ConstructionPoss. by Dec '24,TransactionResale,FurnishingUnfurnished,SocietyGanga Altus,Bathroom2,₹95 Lac 
518,"3 BHK Apartment for Sale in Gera Planet Of Joy, Kharadi Pune",1000 sqft,Under ConstructionPoss. by Jan '25,TransactionResale,FurnishingUnfurnished,SocietyGera Planet Of Joy,Bathroom3,₹89.3 Lac 
519,"2 BHK Apartment for Sale in Colonnade, EON Free Zone, Kharadi Pune",900 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyColonnade,Bathroom2,₹81.9 Lac 
520,"2 BHK Apartment for Sale in Tatva, Kharadi Pune",780 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,SocietyTatva,Bathroom2,₹97 Lac 
521,"3 BHK Apartment for Sale in Kolte-Patil Tuscan Estate, EON Free Zone, Kharadi Pune",1340 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyKolte-Patil Tuscan Estate,Bathroom3,Call for Price
522,1 BHK Apartment for Sale in Kharadi Pune,620 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,,Bathroom1,Call for Price
523,"4 BHK Apartment for Sale in Eon Waterfront, EON Free Zone, Kharadi Pune",3500 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,SocietyEon Waterfront,Bathroom6,Call for Price
524,"4 BHK Apartment for Sale in Eon Waterfront, EON Free Zone, Kharadi Pune",3244 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,SocietyEon Waterfront,Bathroom4,Call for Price
525,"2 BHK Apartment for Sale in Ganga Constellaa, Kharadi Pune",1255 sqft,,TransactionResale,,SocietyGanga Constellaa,,Call for Price
526," Apartment for Sale in Riverdale Residences, Kharadi Pune",Resale,,TransactionResale,,SocietyRiverdale Residences,,Call for Price
527,"2 BHK Apartment for Sale in Golden Palms, Kharadi Pune",1100 sqft,,TransactionResale,,SocietyGolden Palms,,Call for Price
528,"3 BHK Apartment for Sale in Riverdale Grove, Kharadi Pune",1138 sqft,Under ConstructionPoss. by Jun '26,TransactionNew Property,FurnishingUnfurnished,SocietyRiverdale Grove,Bathroom3,₹1.54 Cr 
529,"2 BHK Apartment for Sale in Riverdale Grove, Kharadi Pune",737 sqft,Under ConstructionPoss. by Jun '26,TransactionNew Property,FurnishingUnfurnished,SocietyRiverdale Grove,Bathroom2,₹1 Cr 
530,"4 BHK Apartment for Sale in The Strand, Kharadi Pune",2453 sqft,Under ConstructionPoss. by Dec '26,TransactionNew Property,FurnishingSemi-Furnished,SocietyThe Strand,Bathroom4,₹3.21 Cr 
531,"3 BHK Apartment for Sale in Majestique Marbella, Kharadi Pune",1080 sqft,Under ConstructionPoss. by Dec '26,TransactionNew Property,FurnishingUnfurnished,SocietyMajestique Marbella,Bathroom3,₹1.48 Cr 
532,"2 BHK Apartment for Sale in Pristine Allure, Kharadi Pune",760 sqft,Under ConstructionPoss. by Dec '25,TransactionNew Property,FurnishingUnfurnished,SocietyPristine Allure,Bathroom2,₹90.8 Lac 
533,"1 BHK Apartment for Sale in Gera World of Joy, EON Free Zone, Kharadi Pune",267 sqft,StatusReady to Move,TransactionNew Property,FurnishingUnfurnished,SocietyGera World of Joy,Bathroom1,₹40 Lac 
534,"3 BHK Apartment for Sale in Majestique Towers, Ubale Nagar Pune",1080 sqft,Under ConstructionPoss. by Dec '24,TransactionNew Property,FurnishingUnfurnished,SocietyMajestique Towers,Bathroom3,₹1.30 Cr 
535,"2 BHK Apartment for Sale in VTP Altair, Kharadi Pune",762 sqft,Under ConstructionPoss. by Dec '26,TransactionNew Property,FurnishingUnfurnished,SocietyVTP Altair,Bathroom2,₹78 Lac 
536,"4 BHK Apartment for Sale in Flamante By VTP Luxe Phase 1, Kharadi Pune",2236 sqft,Under ConstructionPoss. by Jun '27,TransactionNew Property,FurnishingUnfurnished,SocietyFlamante By VTP Luxe Phase 1,Bathroom4,₹1.85 Cr 
537,"3 BHK Apartment for Sale in VTP Dolce Vita, Kharadi Pune",1967 sqft,Under ConstructionPoss. by Dec '27,TransactionNew Property,FurnishingUnfurnished,SocietyVTP Dolce Vita,Bathroom3,₹1.35 Cr 
538,"3 BHK Apartment for Sale in Majestique Marbella, Kharadi Pune",1064 sqft,Under ConstructionPoss. by May '25,TransactionNew Property,FurnishingUnfurnished,SocietyMajestique Marbella,Bathroom3,₹1.25 Cr 
539,"2 BHK Apartment for Sale in Pristine Allure, Kharadi Pune",777 sqft,Under ConstructionPoss. by Dec '25,TransactionNew Property,FurnishingUnfurnished,SocietyPristine Allure,Bathroom2,₹82 Lac 
540,"2 BHK Apartment for Sale in VTP Dolce Vita, Kharadi Pune",857 sqft,Under ConstructionPoss. by Dec '26,TransactionNew Property,FurnishingUnfurnished,SocietyVTP Dolce Vita,Bathroom2,₹92.5 Lac 
541,"3 BHK Apartment for Sale in Flamante By VTP Luxe Phase 1, EON Free Zone, Kharadi Pune",1066 sqft,Under ConstructionPoss. by Mar '27,TransactionNew Property,FurnishingUnfurnished,SocietyFlamante By VTP Luxe Phase 1,Bathroom3,₹1.32 Cr 
542,"2 BHK Apartment for Sale in VTP Dolce Vita, Kharadi Pune",800 sqft,Under ConstructionPoss. by Dec '25,TransactionNew Property,FurnishingUnfurnished,SocietyVTP Dolce Vita,Bathroom2,₹83 Lac 
543,"3 BHK Apartment for Sale in Majestique Marbella, Kharadi Pune",1170 sqft,Under ConstructionPoss. by Dec '25,TransactionNew Property,FurnishingUnfurnished,SocietyMajestique Marbella,Bathroom3,₹1.29 Cr 
544,"2 BHK Apartment for Sale in Gera World of Joy, Kharadi Pune",625 sqft,Under ConstructionPoss. by Nov '24,TransactionNew Property,FurnishingSemi-Furnished,SocietyGera World of Joy,Bathroom2,₹72.4 Lac 
545,"3 BHK Apartment for Sale in Unique Youtopia, EON Free Zone, Kharadi Pune",920 sqft,Under ConstructionPoss. by Jun '25,TransactionNew Property,FurnishingSemi-Furnished,SocietyUnique Youtopia,Bathroom2,₹1.11 Cr 
546,"2 BHK Apartment for Sale in Riverdale Grove, EON Free Zone, Kharadi Pune",740 sqft,Under ConstructionPoss. by Dec '24,TransactionNew Property,FurnishingSemi-Furnished,SocietyRiverdale Grove,Bathroom2,₹83.2 Lac 
547,"3 BHK Apartment for Sale in Pitte Kourtyard, Kharadi Pune",1850 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyPitte Kourtyard,Bathroom4,₹2 Cr 
548,"3 BHK Apartment for Sale in The Strand, EON Free Zone, Kharadi Pune",1336 sqft,Under ConstructionPoss. by Jun '26,TransactionNew Property,FurnishingSemi-Furnished,SocietyThe Strand,Bathroom3,₹1.68 Cr 
549,"4 BHK Apartment for Sale in Forest County, Kharadi Pune",2000 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,SocietyForest County,Bathroom4,₹3.60 Cr 
550,"3 BHK Apartment for Sale in Riverdale Grand, Kharadi Pune",1190 sqft,Under ConstructionPoss. by Jun '26,TransactionNew Property,FurnishingUnfurnished,SocietyRiverdale Grand,Bathroom3,₹1.55 Cr 
551,4 BHK Apartment for Sale in Kharadi Pune,1406 sqft,Under ConstructionPoss. by Jun '26,TransactionNew Property,FurnishingUnfurnished,,Bathroom4,₹1.55 Cr 
552,"2 BHK Apartment for Sale in Gera Planet Of Joy, Kharadi Pune",813 sqft,Under ConstructionPoss. by Jun '25,TransactionNew Property,FurnishingUnfurnished,SocietyGera Planet Of Joy,Bathroom2,₹90 Lac 
553,"2 BHK Apartment for Sale in Zen Estate, Kharadi Pune",750 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyZen Estate,Bathroom2,₹90 Lac 
